Wavelength,Intensity
4.000000000000000000e+02,1.224309409749957567e+01
4.020000000000000000e+02,1.236243977278774508e+01
4.040000000000000000e+02,1.248257319544977051e+01
4.060000000000000000e+02,1.243189185700027544e+01
4.080000000000000000e+02,1.269389615040656949e+01
4.100000000000000000e+02,1.282307003298636694e+01
4.120000000000000000e+02,1.276741041809378174e+01
4.140000000000000000e+02,1.253445449774794085e+01
4.160000000000000000e+02,1.292528615437911554e+01
4.180000000000000000e+02,1.278580384743427878e+01
4.200000000000000000e+02,1.329544037613588969e+01
4.220000000000000000e+02,1.340197360168482987e+01
4.240000000000000000e+02,1.289568507805779518e+01
4.260000000000000000e+02,1.371685607127178486e+01
4.280000000000000000e+02,1.345803867443459545e+01
4.300000000000000000e+02,1.371160396191199382e+01
4.320000000000000000e+02,1.459085512269145646e+01
4.340000000000000000e+02,1.407029209003000325e+01
4.360000000000000000e+02,1.422586689452496955e+01
4.380000000000000000e+02,1.395983664397152424e+01
4.400000000000000000e+02,1.486390630722581108e+01
4.420000000000000000e+02,1.517778820127726114e+01
4.440000000000000000e+02,1.500228265951404794e+01
4.460000000000000000e+02,1.509047327493012247e+01
4.480000000000000000e+02,1.544680112988351794e+01
4.500000000000000000e+02,1.589441738507238178e+01
4.520000000000000000e+02,1.650846759929593333e+01
4.540000000000000000e+02,1.690252055247723817e+01
4.560000000000000000e+02,1.715519665547760297e+01
4.580000000000000000e+02,1.708418476710436096e+01
4.600000000000000000e+02,1.786656187456739531e+01
4.620000000000000000e+02,1.836848659899685288e+01
4.640000000000000000e+02,1.923513663721407596e+01
4.660000000000000000e+02,1.951178134758062654e+01
4.680000000000000000e+02,2.185371690345651530e+01
4.700000000000000000e+02,2.113418280846715192e+01
4.720000000000000000e+02,2.310827142037742732e+01
4.740000000000000000e+02,2.500137634116828877e+01
4.760000000000000000e+02,2.625642461548323325e+01
4.780000000000000000e+02,2.875663663220143462e+01
4.800000000000000000e+02,3.278312108772634303e+01
4.820000000000000000e+02,3.549792920925950312e+01
4.840000000000000000e+02,4.063871791948111678e+01
4.860000000000000000e+02,4.844461257005742993e+01
4.880000000000000000e+02,5.511697816197110456e+01
4.900000000000000000e+02,6.479264822384531897e+01
4.920000000000000000e+02,7.245608402647638968e+01
4.940000000000000000e+02,8.067337680050547988e+01
4.960000000000000000e+02,8.807863938449033014e+01
4.980000000000000000e+02,9.103826353185934295e+01
5.000000000000000000e+02,9.433575096039339769e+01
5.020000000000000000e+02,9.509665938350462966e+01
5.040000000000000000e+02,9.534408910385783997e+01
5.060000000000000000e+02,9.424270129342981761e+01
5.080000000000000000e+02,9.174843465736952908e+01
5.100000000000000000e+02,9.044584870513742203e+01
5.120000000000000000e+02,8.812846967083518734e+01
5.140000000000000000e+02,8.729880369570264520e+01
5.160000000000000000e+02,8.938058925972757152e+01
5.180000000000000000e+02,8.526228216105951674e+01
5.200000000000000000e+02,8.751296037144403783e+01
5.220000000000000000e+02,8.569304669520035134e+01
5.240000000000000000e+02,8.349003385858136994e+01
5.260000000000000000e+02,8.273683117969206080e+01
5.280000000000000000e+02,7.930223967742145419e+01
5.300000000000000000e+02,7.841632074284959231e+01
