Wavelength,Intensity
4.000000000000000000e+02,1.980394876724224673e+01
4.020100502512563025e+02,1.985193936243254242e+01
4.040201005025125482e+02,1.993544353577347295e+01
4.060301507537688508e+02,2.005441765064317039e+01
4.080402010050250965e+02,2.020878144360216666e+01
4.100502512562813990e+02,2.039850153122360865e+01
4.120603015075377016e+02,2.062345124228411208e+01
4.140703517587939473e+02,2.088355904019584486e+01
4.160804020100502498e+02,2.117871879001314284e+01
4.180904522613065524e+02,2.150867259235217333e+01
4.201005025125627981e+02,2.187332678869367442e+01
4.221105527638191006e+02,2.227242256385279617e+01
4.241206030150754032e+02,2.270577013488029650e+01
4.261306532663316489e+02,2.317308103952893461e+01
4.281407035175879514e+02,2.367399964684504354e+01
4.301507537688441971e+02,2.420818717136595666e+01
4.321608040201004997e+02,2.477527705469612229e+01
4.341708542713568022e+02,2.537484016656524943e+01
4.361809045226130479e+02,2.600637892265245199e+01
4.381909547738693504e+02,2.666937305326703367e+01
4.402010050251255961e+02,2.736325685370200134e+01
4.422110552763818987e+02,2.808734197527963516e+01
4.442211055276382012e+02,2.884100880336109896e+01
4.462311557788944469e+02,2.962338322836058069e+01
4.482412060301507495e+02,3.043369270713974117e+01
4.502512562814070520e+02,3.127108257571168082e+01
4.522613065326632977e+02,3.213465026399677527e+01
4.542713567839196003e+02,3.302340050315246600e+01
4.562814070351759028e+02,3.393620216763502384e+01
4.582914572864321485e+02,3.487193858773061095e+01
4.603015075376884511e+02,3.582950008623937066e+01
4.623115577889446968e+02,3.680761535680164087e+01
4.643216080402009993e+02,3.780499378503199637e+01
4.663316582914573019e+02,3.882026501219143455e+01
4.683417085427135476e+02,3.985201137602606991e+01
4.703517587939698501e+02,4.089878082946372473e+01
4.723618090452260958e+02,4.195903034433478496e+01
4.743718592964823983e+02,4.303124308584160929e+01
4.763819095477387009e+02,4.411380741285879736e+01
4.783919597989950034e+02,4.520509908895176210e+01
4.804020100502512491e+02,4.630343879763940151e+01
4.824120603015074948e+02,4.740717565590465910e+01
4.844221105527637974e+02,4.851454057325798885e+01
4.864321608040200999e+02,4.962380661566031392e+01
4.884422110552764025e+02,5.073324216286777499e+01
4.904522613065326482e+02,5.184110494992611962e+01
4.924623115577889507e+02,5.294563163104689352e+01
4.944723618090451964e+02,5.404507802357711910e+01
4.964824120603014990e+02,5.513767671335169496e+01
4.984924623115578015e+02,5.622171186119564368e+01
5.005025125628140472e+02,5.729553670373094576e+01
5.025125628140703498e+02,5.835738866513665357e+01
5.045226130653265955e+02,5.940567078112573540e+01
5.065326633165828980e+02,6.043878671841566330e+01
5.085427135678392006e+02,6.145515223026216489e+01
5.105527638190955031e+02,6.245327777113566015e+01
5.125628140703518056e+02,6.343165634183770152e+01
5.145728643216079945e+02,6.438890064934211921e+01
5.165829145728642970e+02,6.532363569341960385e+01
5.185929648241205996e+02,6.623453336868593055e+01
5.206030150753769021e+02,6.712036241319134433e+01
5.226130653266332047e+02,6.797996975891493321e+01
5.246231155778893935e+02,6.881226166603204319e+01
5.266331658291456961e+02,6.961620648141165191e+01
5.286432160804019986e+02,7.039082160665502386e+01
5.306532663316583012e+02,7.113521196055626206e+01
5.326633165829146037e+02,7.184858584133327497e+01
5.346733668341707926e+02,7.253020167642858951e+01
5.366834170854270951e+02,7.317938175009585677e+01
5.386934673366833977e+02,7.379552307241053200e+01
