Wavelength,Intensity
4.000000000000000000e+02,1.243769977800856097e+01
4.020000000000000000e+02,1.263644909598112598e+01
4.040000000000000000e+02,1.273721760417635807e+01
4.060000000000000000e+02,1.267306365206540875e+01
4.080000000000000000e+02,1.298407606681939086e+01
4.100000000000000000e+02,1.313444646891800716e+01
4.120000000000000000e+02,1.305346107184158377e+01
4.140000000000000000e+02,1.278071110062085403e+01
4.160000000000000000e+02,1.326370523194192685e+01
4.180000000000000000e+02,1.304457692084766940e+01
4.200000000000000000e+02,1.349747474646070167e+01
4.220000000000000000e+02,1.362980083793690689e+01
4.240000000000000000e+02,1.315394456995104022e+01
4.260000000000000000e+02,1.408255065238825487e+01
4.280000000000000000e+02,1.378422474735129200e+01
4.300000000000000000e+02,1.393912756268355935e+01
4.320000000000000000e+02,1.481601326903957272e+01
4.340000000000000000e+02,1.428956416552865782e+01
4.360000000000000000e+02,1.449356380755873097e+01
4.380000000000000000e+02,1.426177439993767493e+01
4.400000000000000000e+02,1.510359809611873061e+01
4.420000000000000000e+02,1.566633416257110056e+01
4.440000000000000000e+02,1.528094834793604484e+01
4.460000000000000000e+02,1.541294423808886549e+01
4.480000000000000000e+02,1.579637739003198682e+01
4.500000000000000000e+02,1.613154757692088381e+01
4.520000000000000000e+02,1.688310157937174338e+01
4.540000000000000000e+02,1.739515139304632996e+01
4.560000000000000000e+02,1.739314054111614283e+01
4.580000000000000000e+02,1.746665793101243480e+01
4.600000000000000000e+02,1.827270858260311215e+01
4.620000000000000000e+02,1.853151059504683928e+01
4.640000000000000000e+02,1.946024104270853883e+01
4.660000000000000000e+02,1.970367543912324493e+01
4.680000000000000000e+02,2.185738631314358571e+01
4.700000000000000000e+02,2.124586887626694676e+01
4.720000000000000000e+02,2.317629736934954821e+01
4.740000000000000000e+02,2.473017853418276601e+01
4.760000000000000000e+02,2.589065151969716538e+01
4.780000000000000000e+02,2.795702209891373968e+01
4.800000000000000000e+02,3.150649567212023427e+01
4.820000000000000000e+02,3.339494577297345757e+01
4.840000000000000000e+02,3.781844374496020578e+01
4.860000000000000000e+02,4.408430670948228425e+01
4.880000000000000000e+02,4.934116330326460087e+01
4.900000000000000000e+02,5.690759951170689845e+01
4.920000000000000000e+02,6.293686979121177671e+01
4.940000000000000000e+02,6.971661235152765812e+01
4.960000000000000000e+02,7.565801964072439034e+01
4.980000000000000000e+02,7.829477610965739132e+01
5.000000000000000000e+02,8.161009390931340590e+01
5.020000000000000000e+02,8.286484292029385301e+01
5.040000000000000000e+02,8.339253710305939649e+01
5.060000000000000000e+02,8.318028844051031001e+01
5.080000000000000000e+02,8.178287430364088095e+01
5.100000000000000000e+02,8.211820200678343440e+01
5.120000000000000000e+02,8.062622538460729515e+01
5.140000000000000000e+02,8.095988290529206211e+01
5.160000000000000000e+02,8.389708501711385225e+01
5.180000000000000000e+02,8.059172111387428572e+01
5.200000000000000000e+02,8.365947761396050453e+01
5.220000000000000000e+02,8.258529275459599717e+01
5.240000000000000000e+02,8.209394231618607307e+01
5.260000000000000000e+02,8.225759382245900042e+01
5.280000000000000000e+02,8.064186183536369867e+01
5.300000000000000000e+02,8.107704211450302978e+01
5.320000000000000000e+02,7.880420180898138938e+01
5.340000000000000000e+02,7.909748436535318206e+01
5.360000000000000000e+02,7.907374866925979973e+01
5.380000000000000000e+02,7.650603793237105776e+01
5.400000000000000000e+02,7.929218943345244952e+01
5.420000000000000000e+02,7.831924167314340934e+01
5.440000000000000000e+02,7.846780692253318534e+01
5.460000000000000000e+02,7.865401201275105336e+01
5.480000000000000000e+02,7.705223046701738099e+01
5.500000000000000000e+02,7.923684772217052341e+01
5.520000000000000000e+02,7.961828815585299424e+01
5.540000000000000000e+02,7.869975188477093297e+01
5.560000000000000000e+02,7.918567888750280304e+01
5.580000000000000000e+02,7.889432921751686933e+01
5.600000000000000000e+02,7.907289060104585587e+01
5.620000000000000000e+02,7.889796892554743124e+01
5.640000000000000000e+02,7.855915372077231495e+01
5.660000000000000000e+02,7.881675662192246534e+01
5.680000000000000000e+02,7.922980308852002906e+01
5.700000000000000000e+02,7.894877943965008171e+01
5.720000000000000000e+02,7.686554398891095730e+01
5.740000000000000000e+02,7.895155114870406976e+01
5.760000000000000000e+02,7.705928227716030676e+01
5.780000000000000000e+02,7.416841350888769568e+01
5.800000000000000000e+02,7.322664732812276611e+01
5.820000000000000000e+02,7.297653813933173694e+01
5.840000000000000000e+02,7.186068497401726063e+01
5.860000000000000000e+02,6.944311057852131341e+01
5.880000000000000000e+02,6.874490738736771789e+01
5.900000000000000000e+02,6.944618161078194873e+01
5.920000000000000000e+02,6.737681423198031894e+01
5.940000000000000000e+02,6.738277678492963219e+01
5.960000000000000000e+02,6.642349103264645294e+01
5.980000000000000000e+02,6.874497259814854999e+01
6.000000000000000000e+02,6.437238771579291097e+01
6.020000000000000000e+02,6.839686331231239080e+01
6.040000000000000000e+02,6.511301179196659916e+01
6.060000000000000000e+02,6.519437636705063710e+01
6.080000000000000000e+02,6.556651388301607142e+01
6.100000000000000000e+02,6.650054832749005129e+01
6.120000000000000000e+02,6.572428644518366525e+01
6.140000000000000000e+02,6.664914152596115571e+01
6.160000000000000000e+02,6.658915040326662904e+01
6.180000000000000000e+02,6.663009462263474347e+01
6.200000000000000000e+02,6.614318348894482824e+01
6.220000000000000000e+02,6.839479702272042516e+01
6.240000000000000000e+02,6.806045056069669386e+01
6.260000000000000000e+02,6.615610081354175520e+01
6.280000000000000000e+02,6.912724236342120321e+01
6.300000000000000000e+02,6.624844390656706139e+01
6.320000000000000000e+02,6.720136643359298034e+01
6.340000000000000000e+02,6.788034876373983195e+01
6.360000000000000000e+02,6.687880321070916523e+01
6.380000000000000000e+02,6.393974696620407627e+01
6.400000000000000000e+02,6.315323230316266034e+01
6.420000000000000000e+02,6.279108985122248043e+01
6.440000000000000000e+02,6.046531362495129258e+01
6.460000000000000000e+02,6.017888538678820254e+01
6.480000000000000000e+02,5.776950175021340073e+01
6.500000000000000000e+02,5.450850908065021372e+01
6.520000000000000000e+02,5.270108897703295270e+01
6.540000000000000000e+02,5.280791475275626823e+01
6.560000000000000000e+02,5.025895462873241826e+01
6.580000000000000000e+02,4.655935180061516832e+01
6.600000000000000000e+02,4.448383053528201003e+01
6.620000000000000000e+02,4.211864125965787053e+01
6.640000000000000000e+02,3.970763645612933601e+01
6.660000000000000000e+02,3.864363505970221979e+01
6.680000000000000000e+02,3.672800188975174507e+01
6.700000000000000000e+02,3.492252475967809744e+01
6.720000000000000000e+02,3.288489366624764187e+01
6.740000000000000000e+02,3.009612839449324184e+01
6.760000000000000000e+02,3.012561174325071534e+01
6.780000000000000000e+02,2.753729752389847008e+01
6.800000000000000000e+02,2.560990814627337642e+01
6.820000000000000000e+02,2.555558639784681674e+01
6.840000000000000000e+02,2.344865297014803929e+01
6.860000000000000000e+02,2.280009309922074934e+01
6.880000000000000000e+02,2.143018246228712087e+01
6.900000000000000000e+02,2.171147220953889345e+01
6.920000000000000000e+02,2.023911429808657303e+01
6.940000000000000000e+02,1.894786143899993647e+01
6.960000000000000000e+02,1.879809557809692322e+01
6.980000000000000000e+02,1.872205068352516477e+01
7.000000000000000000e+02,1.752142743243386391e+01
7.020000000000000000e+02,1.676709659315201151e+01
7.040000000000000000e+02,1.671142337489624552e+01
7.060000000000000000e+02,1.622903670751510674e+01
7.080000000000000000e+02,1.547580874118617800e+01
7.100000000000000000e+02,1.542806642232246794e+01
7.120000000000000000e+02,1.537214868347051322e+01
7.140000000000000000e+02,1.525454441977577602e+01
7.160000000000000000e+02,1.512801189482265585e+01
7.180000000000000000e+02,1.442921785048509165e+01
7.200000000000000000e+02,1.455222035791322277e+01
7.220000000000000000e+02,1.445739699425871194e+01
7.240000000000000000e+02,1.457560273218252789e+01
7.260000000000000000e+02,1.413799428150189286e+01
7.280000000000000000e+02,1.384966144679857436e+01
7.300000000000000000e+02,1.316098345514070722e+01
7.320000000000000000e+02,1.336257043960808488e+01
7.340000000000000000e+02,1.310449673010932159e+01
7.360000000000000000e+02,1.332845040150646909e+01
7.380000000000000000e+02,1.326165531661025199e+01
7.400000000000000000e+02,1.323064515798132490e+01
7.420000000000000000e+02,1.270673098632894060e+01
7.440000000000000000e+02,1.311525518839540005e+01
7.460000000000000000e+02,1.349447208072981397e+01
7.480000000000000000e+02,1.304587167771101619e+01
7.500000000000000000e+02,1.288390035122978716e+01
7.520000000000000000e+02,1.272135136960461210e+01
7.540000000000000000e+02,1.258484612296467375e+01
7.560000000000000000e+02,1.226007308655197825e+01
7.580000000000000000e+02,1.229221907393104551e+01
7.600000000000000000e+02,1.239280957863663879e+01
7.620000000000000000e+02,1.256520680243628973e+01
7.640000000000000000e+02,1.210171791396033747e+01
7.660000000000000000e+02,1.236555126414571149e+01
7.680000000000000000e+02,1.233465670397820446e+01
7.700000000000000000e+02,1.198072640325188409e+01
7.720000000000000000e+02,1.176235031024169864e+01
7.740000000000000000e+02,1.214364820799991485e+01
7.760000000000000000e+02,1.226258203675145708e+01
7.780000000000000000e+02,1.196213317995455228e+01
7.800000000000000000e+02,1.180313869314646524e+01
7.820000000000000000e+02,1.168840635547536699e+01
7.840000000000000000e+02,1.152748454946081935e+01
7.860000000000000000e+02,1.181262247721944547e+01
7.880000000000000000e+02,1.158082671893336268e+01
7.900000000000000000e+02,1.171974079362897925e+01
7.920000000000000000e+02,1.152329301426996544e+01
7.940000000000000000e+02,1.153200813323910090e+01
7.960000000000000000e+02,1.179306265542487608e+01
7.980000000000000000e+02,1.141499886965414845e+01
8.000000000000000000e+02,1.136215901442379206e+01
