Wavelength,Intensity
4.000000000000000000e+02,1.204848841699059037e+01
4.020000000000000000e+02,1.208843044959436419e+01
4.040000000000000000e+02,1.222792878672318295e+01
4.060000000000000000e+02,1.219072006193514213e+01
4.080000000000000000e+02,1.240371623399374634e+01
4.100000000000000000e+02,1.251169359705472672e+01
4.120000000000000000e+02,1.248135976434597971e+01
4.140000000000000000e+02,1.228819789487502945e+01
4.160000000000000000e+02,1.258686707681630068e+01
4.180000000000000000e+02,1.252703077402088816e+01
4.200000000000000000e+02,1.309340600581107594e+01
4.220000000000000000e+02,1.317414636543275464e+01
4.240000000000000000e+02,1.263742558616455014e+01
4.260000000000000000e+02,1.335116149015531484e+01
4.280000000000000000e+02,1.313185260151789890e+01
4.300000000000000000e+02,1.348408036114042829e+01
4.320000000000000000e+02,1.436569697634334020e+01
4.340000000000000000e+02,1.385102001453135045e+01
4.360000000000000000e+02,1.395816998149120991e+01
4.380000000000000000e+02,1.365789888800537000e+01
4.400000000000000000e+02,1.462421451833289332e+01
4.420000000000000000e+02,1.468924223998342171e+01
4.440000000000000000e+02,1.472361697109205103e+01
4.460000000000000000e+02,1.476800231177138123e+01
4.480000000000000000e+02,1.509722486973504729e+01
4.500000000000000000e+02,1.565728719322387974e+01
4.520000000000000000e+02,1.613383361922012682e+01
4.540000000000000000e+02,1.640988971190814283e+01
4.560000000000000000e+02,1.691725276983905957e+01
4.580000000000000000e+02,1.670171160319628356e+01
4.600000000000000000e+02,1.746041516653167847e+01
4.620000000000000000e+02,1.820546260294686647e+01
4.640000000000000000e+02,1.901003223171961309e+01
4.660000000000000000e+02,1.931988725603800816e+01
4.680000000000000000e+02,2.185004749376944488e+01
4.700000000000000000e+02,2.102249674066736063e+01
4.720000000000000000e+02,2.304024547140530288e+01
4.740000000000000000e+02,2.527257414815380798e+01
4.760000000000000000e+02,2.662219771126930112e+01
4.780000000000000000e+02,2.955625116548913311e+01
4.800000000000000000e+02,3.405974650333246245e+01
4.820000000000000000e+02,3.760091264554554868e+01
4.840000000000000000e+02,4.345899209400202778e+01
4.860000000000000000e+02,5.280491843063258273e+01
4.880000000000000000e+02,6.089279302067760824e+01
4.900000000000000000e+02,7.267769693598373237e+01
4.920000000000000000e+02,8.197529826174100265e+01
4.940000000000000000e+02,9.163014124948330164e+01
4.960000000000000000e+02,1.004992591282562699e+02
4.980000000000000000e+02,1.037817509540612804e+02
5.000000000000000000e+02,1.070614080114733895e+02
5.020000000000000000e+02,1.073284758467154063e+02
5.040000000000000000e+02,1.072956411046562835e+02
5.060000000000000000e+02,1.053051141463493252e+02
5.080000000000000000e+02,1.017139950110981772e+02
5.100000000000000000e+02,9.877349540349140966e+01
5.120000000000000000e+02,9.563071395706307953e+01
5.140000000000000000e+02,9.363772448611322829e+01
5.160000000000000000e+02,9.486409350234129079e+01
5.180000000000000000e+02,8.993284320824477618e+01
5.200000000000000000e+02,9.136644312892757114e+01
5.220000000000000000e+02,8.880080063580470551e+01
5.240000000000000000e+02,8.488612540097668102e+01
5.260000000000000000e+02,8.321606853692512118e+01
5.280000000000000000e+02,7.796261751947919549e+01
5.300000000000000000e+02,7.575559937119615483e+01
5.320000000000000000e+02,7.081119674274079046e+01
5.340000000000000000e+02,6.911109184153822582e+01
5.360000000000000000e+02,6.586862118338422079e+01
5.380000000000000000e+02,6.180357738038385662e+01
5.400000000000000000e+02,6.183039264531402779e+01
5.420000000000000000e+02,6.007600226870639659e+01
5.440000000000000000e+02,5.845938822908077270e+01
5.460000000000000000e+02,5.734763969009240725e+01
5.480000000000000000e+02,5.560059625079636447e+01
5.500000000000000000e+02,5.632902728203412579e+01
5.520000000000000000e+02,5.629589315266647986e+01
5.540000000000000000e+02,5.470729194828192021e+01
5.560000000000000000e+02,5.460810694076867122e+01
5.580000000000000000e+02,5.429504130924264160e+01
5.600000000000000000e+02,5.398301105687430379e+01
5.620000000000000000e+02,5.388594257133860310e+01
5.640000000000000000e+02,5.346069724738383400e+01
5.660000000000000000e+02,5.335377325467826637e+01
5.680000000000000000e+02,5.362754508173044599e+01
5.700000000000000000e+02,5.320005038785435403e+01
5.720000000000000000e+02,5.207462275693649190e+01
5.740000000000000000e+02,5.325932519667090048e+01
5.760000000000000000e+02,5.160886990090321547e+01
5.780000000000000000e+02,4.983052115331899046e+01
5.800000000000000000e+02,4.958536392554537287e+01
5.820000000000000000e+02,4.885180870680479615e+01
5.840000000000000000e+02,4.835825802949320718e+01
5.860000000000000000e+02,4.661410676977224199e+01
5.880000000000000000e+02,4.618298296636666578e+01
5.900000000000000000e+02,4.654091636575468272e+01
5.920000000000000000e+02,4.543738400967875890e+01
5.940000000000000000e+02,4.541589253053442832e+01
5.960000000000000000e+02,4.477803540453471953e+01
5.980000000000000000e+02,4.606141278983468368e+01
6.000000000000000000e+02,4.345460520741470845e+01
6.020000000000000000e+02,4.589938746004082049e+01
6.040000000000000000e+02,4.371470912309695933e+01
6.060000000000000000e+02,4.372527850546633488e+01
6.080000000000000000e+02,4.390284994791532824e+01
6.100000000000000000e+02,4.470640468365362352e+01
6.120000000000000000e+02,4.410070659586745734e+01
6.140000000000000000e+02,4.474973807560581918e+01
6.160000000000000000e+02,4.447745689253999046e+01
6.180000000000000000e+02,4.463795463254257356e+01
6.200000000000000000e+02,4.430227417933070910e+01
6.220000000000000000e+02,4.551688298212025074e+01
6.240000000000000000e+02,4.526267729009707352e+01
6.260000000000000000e+02,4.408667179948824355e+01
6.280000000000000000e+02,4.592805658968306659e+01
6.300000000000000000e+02,4.417347017639049511e+01
6.320000000000000000e+02,4.482630592962905780e+01
6.340000000000000000e+02,4.531219503389216641e+01
6.360000000000000000e+02,4.448912828344916903e+01
6.380000000000000000e+02,4.283407990590308856e+01
6.400000000000000000e+02,4.236043616520714750e+01
