Wavelength,Intensity
4.000000000000000000e+02,2.053130843310019316e+01
4.020100502512563025e+02,2.058306941133091428e+01
4.040201005025125482e+02,2.067406479440538192e+01
4.060301507537688508e+02,2.080420857355363751e+01
4.080402010050250965e+02,2.097334269665389783e+01
4.100502512562813990e+02,2.118132028760927810e+01
4.120603015075377016e+02,2.142788850456689076e+01
4.140703517587939473e+02,2.171280955529253731e+01
4.160804020100502498e+02,2.203578164532947881e+01
4.180904522613065524e+02,2.239636242655908660e+01
4.201005025125627981e+02,2.279419337301707316e+01
4.221105527638191006e+02,2.322876072764215394e+01
4.241206030150754032e+02,2.369956948446299805e+01
4.261306532663316489e+02,2.420601636428971304e+01
4.281407035175879514e+02,2.474741495617701759e+01
4.301507537688441971e+02,2.532305295827529434e+01
4.321608040201004997e+02,2.593216100897831211e+01
4.341708542713568022e+02,2.657390049864712722e+01
4.361809045226130479e+02,2.724733136277718160e+01
4.381909547738693504e+02,2.795147340706132866e+01
4.402010050251255961e+02,2.868526897955422328e+01
4.422110552763818987e+02,2.944754713049510286e+01
4.442211055276382012e+02,3.023714831169532857e+01
4.462311557788944469e+02,3.105270008691920935e+01
4.482412060301507495e+02,3.189287573937622966e+01
4.502512562814070520e+02,3.275625724891172297e+01
4.522613065326632977e+02,3.364136421900968799e+01
4.542713567839196003e+02,3.454662550577360491e+01
4.562814070351759028e+02,3.547035733781483202e+01
4.582914572864321485e+02,3.641086463957036301e+01
4.603015075376884511e+02,3.736643281091734536e+01
4.623115577889446968e+02,3.833524439792478233e+01
4.643216080402009993e+02,3.931543346253822335e+01
4.663316582914573019e+02,4.030508512975556101e+01
4.683417085427135476e+02,4.130224881988482366e+01
4.703517587939698501e+02,4.230495037106197742e+01
4.723618090452260958e+02,4.331115968991466048e+01
4.743718592964823983e+02,4.431889213022830631e+01
4.763819095477387009e+02,4.532608702536761314e+01
4.783919597989950034e+02,4.633071808783807910e+01
4.804020100502512491e+02,4.733075426908089867e+01
4.824120603015074948e+02,4.832419648938699197e+01
4.844221105527637974e+02,4.930899732961927384e+01
4.864321608040200999e+02,5.028317324529372456e+01
4.884422110552764025e+02,5.124481021792654190e+01
4.904522613065326482e+02,5.219201210685294257e+01
4.924623115577889507e+02,5.312291131495027230e+01
4.944723618090451964e+02,5.403574337573598285e+01
4.964824120603014990e+02,5.492873355952018244e+01
4.984924623115578015e+02,5.580025632228289112e+01
5.005025125628140472e+02,5.664878813083277720e+01
5.025125628140703498e+02,5.747274527564751168e+01
5.045226130653265955e+02,5.827078360225377196e+01
5.065326633165828980e+02,5.904161676301629313e+01
5.085427135678392006e+02,5.978402500970352662e+01
5.105527638190955031e+02,6.049693729731507119e+01
