Wavelength,Intensity
4.000000000000000000e+02,1.165927705597261976e+01
4.020000000000000000e+02,1.154041180320760240e+01
4.040000000000000000e+02,1.171863996927000784e+01
4.060000000000000000e+02,1.170837647180487728e+01
4.080000000000000000e+02,1.182335640116810360e+01
4.100000000000000000e+02,1.188894072519144451e+01
4.120000000000000000e+02,1.190925845685037565e+01
4.140000000000000000e+02,1.179568468912920487e+01
4.160000000000000000e+02,1.191002892169067451e+01
4.180000000000000000e+02,1.200948462719410870e+01
4.200000000000000000e+02,1.268933726516145022e+01
4.220000000000000000e+02,1.271849189292860061e+01
4.240000000000000000e+02,1.212090660237806006e+01
4.260000000000000000e+02,1.261977232792237125e+01
4.280000000000000000e+02,1.247948045568450404e+01
4.300000000000000000e+02,1.302903315959729724e+01
4.320000000000000000e+02,1.391538068364711123e+01
4.340000000000000000e+02,1.341247586353404131e+01
4.360000000000000000e+02,1.342277615542369062e+01
4.380000000000000000e+02,1.305402337607306507e+01
4.400000000000000000e+02,1.414483094054705248e+01
4.420000000000000000e+02,1.371215031739574464e+01
4.440000000000000000e+02,1.416628559424805722e+01
4.460000000000000000e+02,1.412306038545389697e+01
4.480000000000000000e+02,1.439807234943810599e+01
4.500000000000000000e+02,1.518302680952687744e+01
4.520000000000000000e+02,1.538456565906851203e+01
4.540000000000000000e+02,1.542462803076996103e+01
4.560000000000000000e+02,1.644136499856197275e+01
4.580000000000000000e+02,1.593676527538013410e+01
4.600000000000000000e+02,1.664812175046024478e+01
4.620000000000000000e+02,1.787941461084689365e+01
4.640000000000000000e+02,1.855982342073068381e+01
4.660000000000000000e+02,1.893609907295277495e+01
4.680000000000000000e+02,2.184270867439530406e+01
4.700000000000000000e+02,2.079912460506777450e+01
4.720000000000000000e+02,2.290419357346105755e+01
4.740000000000000000e+02,2.581496976212484995e+01
4.760000000000000000e+02,2.735374390284144397e+01
4.780000000000000000e+02,3.115548023206453365e+01
4.800000000000000000e+02,3.661299733454468708e+01
4.820000000000000000e+02,4.180687951811764691e+01
4.840000000000000000e+02,4.909954044304384979e+01
4.860000000000000000e+02,6.152553015178288831e+01
4.880000000000000000e+02,7.244442273809062272e+01
4.900000000000000000e+02,8.844779436026057340e+01
4.920000000000000000e+02,1.010137267322702570e+02
4.940000000000000000e+02,1.135436701474389452e+02
4.960000000000000000e+02,1.253404986157881638e+02
4.980000000000000000e+02,1.292687257984651694e+02
5.000000000000000000e+02,1.325127221136333446e+02
