Wavelength,Intensity
4.000000000000000000e+02,2.112983150141599253e+01
4.020100502512563025e+02,2.118614949006087045e+01
4.040201005025125482e+02,2.128618130359328475e+01
4.060301507537688508e+02,2.142977981580691349e+01
4.080402010050250965e+02,2.161672098191181490e+01
4.100502512562813990e+02,2.184669288559081224e+01
4.120603015075377016e+02,2.211935228924780006e+01
4.140703517587939473e+02,2.243423459852797919e+01
4.160804020100502498e+02,2.279080712471256476e+01
4.180904522613065524e+02,2.318843347950993206e+01
4.201005025125627981e+02,2.362640473659225648e+01
4.221105527638191006e+02,2.410396118098297080e+01
4.241206030150754032e+02,2.462020896458146169e+01
4.261306532663316489e+02,2.517421340146564290e+01
4.281407035175879514e+02,2.576487561193571096e+01
4.301507537688441971e+02,2.639106838520958576e+01
4.321608040201004997e+02,2.705154437695508918e+01
4.341708542713568022e+02,2.774494028369160858e+01
4.361809045226130479e+02,2.846983725888002326e+01
4.381909547738693504e+02,2.922467987969750780e+01
4.402010050251255961e+02,3.000788966415012737e+01
4.422110552763818987e+02,3.081766886418847662e+01
4.442211055276382012e+02,3.165220428709885070e+01
4.462311557788944469e+02,3.250956875866401674e+01
4.482412060301507495e+02,3.338775268213435510e+01
4.502512562814070520e+02,3.428467311417745123e+01
4.522613065326632977e+02,3.519815377961140967e+01
4.542713567839196003e+02,3.612593623596971071e+01
4.562814070351759028e+02,3.706565535906705122e+01
4.582914572864321485e+02,3.801494539116398386e+01
4.603015075376884511e+02,3.897131973059973120e+01
4.623115577889446968e+02,3.993229873302981048e+01
4.643216080402009993e+02,4.089531510449732110e+01
4.663316582914573019e+02,4.185780016491336397e+01
4.683417085427135476e+02,4.281715365367231385e+01
4.703517587939698501e+02,4.377075354443616817e+01
4.723618090452260958e+02,4.471595616616551894e+01
4.743718592964823983e+02,4.565020272645924138e+01
4.763819095477387009e+02,4.657086033157635541e+01
4.783919597989950034e+02,4.747539540618384279e+01
4.804020100502512491e+02,4.836126208377659452e+01
4.824120603015074948e+02,4.922608150629275769e+01
4.844221105527637974e+02,5.006740341023602525e+01
4.864321608040200999e+02,5.088294669113849977e+01
4.884422110552764025e+02,5.167050180971182272e+01
4.904522613065326482e+02,5.242798197989486653e+01
4.924623115577889507e+02,5.315337700137500576e+01
4.944723618090451964e+02,5.384481780790522265e+01
4.964824120603014990e+02,5.450053566925750204e+01
4.984924623115578015e+02,5.511893183739927338e+01
5.005025125628140472e+02,5.569850588203069464e+01
5.025125628140703498e+02,5.623804206377865000e+01
5.045226130653265955e+02,5.673635051114121808e+01
5.065326633165828980e+02,5.719247618152854784e+01
5.085427135678392006e+02,5.760562098368610862e+01
5.105527638190955031e+02,5.797516221493336275e+01
5.125628140703518056e+02,5.830069153394295256e+01
5.145728643216079945e+02,5.858186519408199899e+01
5.165829145728642970e+02,5.881857164840993590e+01
5.185929648241205996e+02,5.901085495127335179e+01
5.206030150753769021e+02,5.915892827444891111e+01
5.226130653266332047e+02,5.926317014301877606e+01
5.246231155778893935e+02,5.932410349401496319e+01
5.266331658291456961e+02,5.934244058854046955e+01
5.286432160804019986e+02,5.931901006297321999e+01
5.306532663316583012e+02,5.925477685156128871e+01
5.326633165829146037e+02,5.915088863032013933e+01
5.346733668341707926e+02,5.900854727862753890e+01
5.366834170854270951e+02,5.882909732238618261e+01
5.386934673366833977e+02,5.861398133672474131e+01
5.407035175879397002e+02,5.836473452826712816e+01
5.427135678391960028e+02,5.808294222012867181e+01
5.447236180904521916e+02,5.777030551273890069e+01
5.467336683417084942e+02,5.742853396872430949e+01
5.487437185929647967e+02,5.705940377596434132e+01
5.507537688442210992e+02,5.666470998272483683e+01
5.527638190954774018e+02,5.624628257281938204e+01
5.547738693467335906e+02,5.580593957826954465e+01
5.567839195979900069e+02,5.534551990743966599e+01
